"station_id";"name";"lat";"lon";"last_reported";"num_bikes_available";"num_docks_available";"LedigeSykler";"LedigDock"
"540";"Lilleborgbanen / Ole Bulls gate 43";59,9336315907429;10,7691181398811;2020-03-19 19:08:26;2;34;"Vis ledige sykler";"Vis ledige låser"
"541";"Langkaia / rådhusgata / langkaia";59,9080552;10,7479977;2020-03-19 19:08:26;4;8;"Vis ledige sykler";"Vis ledige låser"
"542";"Grünerhagen Nord / Sofienberggata 2B";59,9224256;10,7554274;2020-03-19 19:08:26;2;18;"Vis ledige sykler";"Vis ledige låser"
"543";"Fyrstikktorget / Grensesvingen 7";59,9138158756469;10,7980933601189;2020-03-19 19:08:26;2;17;"Vis ledige sykler";"Vis ledige låser"
"545";"Arkaden Sør / Dronningens gate ved Arkaden";59,9119691;10,7478583;2020-03-19 19:08:26;1;38;"Vis ledige sykler";"Vis ledige låser"
"547";"Skippergata / Skippergata - Karl Johans gate";59,9112227;10,7481976;2020-03-19 19:08:26;10;20;"Vis ledige sykler";"Vis ledige låser"
"548";"Colbjørnsens gate";59,9173188853472;10,7169090399183;2020-03-19 19:08:26;1;17;"Vis ledige sykler";"Vis ledige låser"
"549";"Linaaes gate / Møllergata 3";59,9138239324208;10,745704482209;2020-03-19 19:08:26;4;17;"Vis ledige sykler";"Vis ledige låser"
"550";"Thereses gate / Therese's gate 49";59,9261462;10,7310355;2020-03-19 19:08:26;1;8;"Vis ledige sykler";"Vis ledige låser"
"551";"Olaf Ryes plass / Olaf Ryes plass 2";59,922425;10,758182;2020-03-19 19:08:26;22;12;"Vis ledige sykler";"Vis ledige låser"
"552";"Trelastgata / Trelastgata 21";59,9080046553289;10,7625700380287;2020-03-19 19:08:26;9;9;"Vis ledige sykler";"Vis ledige låser"
"553";"Skråninga / Torggata 8";59,9139786;10,7474667;2020-03-19 19:08:26;10;15;"Vis ledige sykler";"Vis ledige låser"
"554";"Tåsen Senter / Tåsen senter ved rundkjøring";59,952659;10,751165;2020-03-19 19:08:26;1;20;"Vis ledige sykler";"Vis ledige låser"
"555";"Griffenfeldts gate / Colletts gate 64";59,9337026;10,7519299;2020-03-19 19:08:26;3;11;"Vis ledige sykler";"Vis ledige låser"
"556";"Pilestredet / Pilestredet 75";59,9262242;10,7296246;2020-03-19 19:08:26;1;17;"Vis ledige sykler";"Vis ledige låser"
"557";"Akersgata / Akersgata - Grensen";59,9141971;10,7428828;2020-03-19 19:08:26;17;4;"Vis ledige sykler";"Vis ledige låser"
"558";"Dokkveien";59,910974;10,7277001;2020-03-19 19:08:26;6;9;"Vis ledige sykler";"Vis ledige låser"
"559";"Hoffsveien / Hoffsveien 1E";59,923898;10,6760339;2020-03-19 19:08:26;8;10;"Vis ledige sykler";"Vis ledige låser"
"560";"Gaustad T-bane";59,945955;10,710392;2020-03-19 19:08:26;1;8;"Vis ledige sykler";"Vis ledige låser"
"561";"Kirkeveien / Kirkeveien 106A";59,9334798933469;10,7262943941311;2020-03-19 19:08:26;0;24;"";"Vis ledige låser"
"562";"Slottsparken Øst / Wergelandsveien / St Olavs gate";59,917485;10,732128;2020-03-19 19:08:26;2;38;"Vis ledige sykler";"Vis ledige låser"
"563";"Huitfeldts gate / Huitfeldts gate 24";59,9126844;10,7229003;2020-03-19 19:08:26;1;17;"Vis ledige sykler";"Vis ledige låser"
"564";"Oscars gate / Oscars gate - Hegdehaugsveien";59,9224222;10,7272388;2020-03-19 19:08:26;1;29;"Vis ledige sykler";"Vis ledige låser"
"565";"Mailundveien / Mailundveien - Rosenhoffgata";59,9309181;10,7728203;2020-03-19 19:08:26;1;17;"Vis ledige sykler";"Vis ledige låser"
"566";"Hoff terrasse holdeplass / Hoffsveien 22";59,9272941;10,6755714;2020-03-19 19:08:26;7;17;"Vis ledige sykler";"Vis ledige låser"
"567";"Forskningsveien / Forskningsveien 1";59,9454506337026;10,7138679576721;2020-03-19 19:08:26;0;39;"";"Vis ledige låser"
"568";"Frognerveien / Frognerveien 15";59,9170851;10,7128796;2020-03-19 19:08:26;4;11;"Vis ledige sykler";"Vis ledige låser"
"569";"Botanisk hage sør-vest / Sars gate";59,9178354878239;10,766373769558;2020-03-19 19:08:26;1;29;"Vis ledige sykler";"Vis ledige låser"
"570";"Frøen T-bane / Slemdalsveien 28";59,9347352;10,7096985;2020-03-19 19:08:26;4;11;"Vis ledige sykler";"Vis ledige låser"
"571";"Over Rådhusgata / Nedre Slottsgate 4";59,9101207;10,7407129;2020-03-19 19:08:26;3;18;"Vis ledige sykler";"Vis ledige låser"
"572";"Skøyen / Skøyen (under bro)";59,922268508081;10,6795797496681;2020-03-19 19:08:26;10;30;"Vis ledige sykler";"Vis ledige låser"
"573";"Tordenskiolds gate / Tordenskiolds gate 12";59,9117762992093;10,7351130058802;2020-03-19 19:08:26;4;20;"Vis ledige sykler";"Vis ledige låser"
"574";"Annette Thommessens Plass / Annette Thommesens Plass";59,9107393;10,7609998;2020-03-19 19:08:26;12;0;"Vis ledige sykler";""
"575";"Sognsveien / Sognsveien ved Ullevål T-bane";59,9474332422567;10,7325697037048;2020-03-19 19:08:26;2;28;"Vis ledige sykler";"Vis ledige låser"
"576";"Dronningens gate / Dronningens gate 25";59,911392299457;10,7472818295925;2020-03-19 19:08:26;5;13;"Vis ledige sykler";"Vis ledige låser"
"577";"Arkaden Nord / Dronningens gate ved Arkaden II";59,9121472;10,7480527;2020-03-19 19:08:26;5;25;"Vis ledige sykler";"Vis ledige låser"
"578";"Hallings gate / Hallings gate 2";59,922777;10,738655;2020-03-19 19:08:26;2;22;"Vis ledige sykler";"Vis ledige låser"
"579";"Bogstadveien";59,924732;10,724628;2020-03-19 19:08:26;3;15;"Vis ledige sykler";"Vis ledige låser"
"580";"Georg Morgenstiernes hus / Moltke Moes vei 37";59,9390255513958;10,7230026196434;2020-03-19 19:08:26;2;43;"Vis ledige sykler";"Vis ledige låser"
"581";"Jordalgata / Galgeberg 3G";59,908227;10,781088;2020-03-19 19:08:26;1;23;"Vis ledige sykler";"Vis ledige låser"
"582";"Stavangergata / Stavangergata 1";59,9411476329718;10,7507751202724;2020-03-19 19:08:26;8;22;"Vis ledige sykler";"Vis ledige låser"
"583";"Galgeberg / St Halvards gate 57A";59,9070757923482;10,7791644024467;2020-03-19 19:08:26;0;17;"";"Vis ledige låser"
"585";"Nordre gate / Nedre gate 2";59,9211498850709;10,7547140159386;2020-03-19 19:08:26;3;15;"Vis ledige sykler";"Vis ledige låser"
"586";"Københavngata busstopp";59,9294565845173;10,7691214957008;2020-03-19 19:08:26;1;26;"Vis ledige sykler";"Vis ledige låser"
"587";"Riddervoldplass / Riddervoldplass , Camilla Colletts vei";59,9191421;10,7196414;2020-03-19 19:08:26;3;12;"Vis ledige sykler";"Vis ledige låser"
"588";"Meltzers gate / Meltzers gate ved Skovveien";59,9180141;10,7184345;2020-03-19 19:08:26;8;13;"Vis ledige sykler";"Vis ledige låser"
"589";"Huk";59,898126;10,675096;2020-03-19 19:08:26;18;30;"Vis ledige sykler";"Vis ledige låser"
"590";"Majorstua skole";59,9294351;10,7136816;2020-03-19 19:08:26;1;39;"Vis ledige sykler";"Vis ledige låser"
"591";"Grenseveien / Grenseveien 19";59,9246448786204;10,7817265104507;2020-03-19 19:08:26;1;23;"Vis ledige sykler";"Vis ledige låser"
"592";"Badebakken / Maridalsveien 244C";59,9455809117951;10,76032388158;2020-03-19 19:08:26;0;18;"";"Vis ledige låser"
